image_url,Latitude,Longitude
https://drive.google.com/open?id=1nzfVv2RSH8YWcVZbMYTeEzwH87WEJ1YT,18.497394,73.901638
https://drive.google.com/open?id=1UC9FdY0Rr66NT-yNZhM1g8h9HoMTgUgk,18.476925,73.895416
https://drive.google.com/open?id=1MMn1YPeciqYuEh3NrCXKxBQGF6x_4r2f,18.477029,73.895406
https://drive.google.com/open?id=19ixrv4B7NP1oXZDR3FYE_Ez0_3P-c5Si,18.49053,73.899242
https://drive.google.com/open?id=1HBPY5TyDu-eogJegwNhDaAj42mYJBObi,18.497857,73.900407
https://drive.google.com/open?id=1pmt_8V4wcsBkP5TldHBMTWIuSEA7h_gO,18.475601,73.89371
https://drive.google.com/open?id=19FfKsaCSg0Cbzg5q7dnwVfI8b_3HgELm,18.477409,73.902236
https://drive.google.com/open?id=1UiYkeZuiTuzOUyvXg8iFcw_W2RJA5p5W,18.512643,73.902781
https://drive.google.com/open?id=1m5f2yNxwi_MSpMqHBvyRWK0lIIfCi7V8,18.512744,73.901895
https://drive.google.com/open?id=17qepWDZuoGdAXmGJzsmIeRCkxG7zh6SK,18.516162,73.898553
https://drive.google.com/open?id=1C49_dAZJTxVVujpO5rCYKzTMdoOUUre8,18.517147,73.898921
https://drive.google.com/open?id=1oWeYyJFCnZuCGpjmmop_-uvjuTzZVY41,18.517476,73.900539
https://drive.google.com/open?id=1PdutJJ__OdwmWjzXhALJgVn9EFgPyZhr,18.489886,73.825311
https://drive.google.com/open?id=1JSyHCGmgAWXJka3l3-GNaughBASt6YDZ,18.489438,73.822438
https://drive.google.com/open?id=1mNNzl2ZgaQ50GFrOvmGwNlXmxM_tqfZ0,18.486424,73.818505
https://drive.google.com/open?id=1j1nN2Dxf587BaFvFvgYuGrIebtP9pq7t,18.487102,73.820037
https://drive.google.com/open?id=1eeYIGtLsBg37k-W75Od_ww_7d_vuk6C_,18.492821,73.826842
https://drive.google.com/open?id=1CvoklUZ_1x4Jm8uy37bfX-WOjj2dQNH8,18.490231,73.817771
https://drive.google.com/open?id=19nRDOXBpqnvX8Plt4bq1DakHbdHWiULy,18.481332,73.808309
https://drive.google.com/open?id=1AtGdADRqmK7xReh57P2qfv82_29dmQPV,18.494929,73.821814
https://drive.google.com/open?id=1Fgj_EQcJvpYdQkYkMqos3AGt4bszsEVE,18.486536,73.812215
https://drive.google.com/open?id=1L5hOGu7UMVXUgjmYwhOLNde5jErVqDHb,18.484658,73.798633
https://drive.google.com/open?id=1mH3IkbOIq9ePVuy2Adt8enrL2yeMKmz6,18.495474,73.812036
https://drive.google.com/open?id=1fTJ3YESNkX9HcLrDHYZPdki-APxUj2k-,18.484232,73.806807
https://drive.google.com/open?id=16aUJN9mtGLEi-FUj70KPq0RLDCI1ArYZ,18.488976,73.792539
https://drive.google.com/open?id=195YUbhorGFhgcVCIgYoHommXo8iBy4a8,18.486548,73.808554
https://drive.google.com/open?id=1kNe5UnBa3BbEUMNIegZZWC5wVzz4wBDZ,18.476568,73.79946
https://drive.google.com/open?id=1i142A1O4AgJjaxagtwmdfYwRZHHT05Hv,18.479312,73.7972
https://drive.google.com/open?id=1UfpLknXGPzWUUc4K8hm98ag1qqfXWsvW,18.482719,73.81279
https://drive.google.com/open?id=1hzNGPuQ4U1vhZkP1Jy-IY75jCCHt_LoL,18.500163,73.83038
https://drive.google.com/open?id=13VLbnWqgkJ03SJIgTL3GAQRrfRhRP568,18.492821,73.826842
https://drive.google.com/open?id=1bPrOLlK0OoKQd7w1gmwEA9v-ehv9b-F7,18.485875,73.789284
https://drive.google.com/open?id=12GV3iDJ98lF-SAuQ92s0CewwLClpzSa_,18.498481,73.823316
https://drive.google.com/open?id=18kxK-z9T_RXv_bH2igZg25DNaAim3QK_,18.503529,73.821354
https://drive.google.com/open?id=1eFMIdHFl-y91zeDET62Hjeokdkk_spNW,18.495562,73.822309
https://drive.google.com/open?id=1IYUFZyDqrk0e0iMx7k-dqOGQ9AXotIQz,18.470202,73.821687
https://drive.google.com/open?id=1hcW0A8SoBohCMsVgDjNunRCdHkhb7HRw,18.470429,73.823773
https://drive.google.com/open?id=1VEtGVS6QavjF09kTpOwWmtT69QNMM7eL,18.445721,73.82129
https://drive.google.com/open?id=1t8d_eH6CjYjWQ3yrFeUg9eejMuvuoK7m,18.442336,73.81188
https://drive.google.com/open?id=1G8CqWggpwdSLOaoc67AM9kNtmoI9Ui77,18.440142,73.812363
